#: table_doi: 10.17182/hepdata.94313.v1/t15
#: name: K0S pT spectrum, Au+Au 19.6 GeV, 60-80%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau19_cent0.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 19.6
#: Centrality,,,60-80%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.2995,0.2,0.4,0.5122,0.0124,-0.0124,0.0244,-0.0244
0.4954,0.4,0.6,0.2711,0.0041,-0.0041,0.0103,-0.0103
0.6938,0.6,0.8,0.12178,0.00148,-0.00148,0.00524,-0.00524
0.8931,0.8,1.0,0.05331,0.00064,-0.00064,0.00287,-0.00287
1.0929,1.0,1.2,0.02272,0.000293,-0.000293,0.000856,-0.000856
1.2928,1.2,1.4,0.009501,0.000138,-0.000138,0.000433,-0.000433
1.4929,1.4,1.6,0.004072,6.8e-05,-6.8e-05,0.000129,-0.000129
1.6929,1.6,1.8,0.0017832,3.59e-05,-3.59e-05,6.39e-05,-6.39e-05
1.8931,1.8,2.0,0.0007767,1.86e-05,-1.86e-05,3.11e-05,-3.11e-05
2.1349,2.0,2.3,0.0003101,8.3e-06,-8.3e-06,1.69e-05,-1.69e-05
2.4354,2.3,2.6,8.187e-05,3.46e-06,-3.46e-06,3.32e-06,-3.32e-06
2.7752,2.6,3.0,2.49e-05,1.48e-06,-1.48e-06,1.2e-06,-1.2e-06
3.1763,3.0,3.4,6.264e-06,6.78e-07,-6.78e-07,3.19e-07,-3.19e-07
3.6149,3.4,3.9,1.403e-06,2.65e-07,-2.65e-07,7.5e-08,-7.5e-08
4.1167,3.9,4.4,2.68e-07,1.02e-07,-1.02e-07,1.7e-08,-1.7e-08

