#: table_doi: 10.17182/hepdata.94313.v1/t61
#: name: Lambda pT spectrum, Au+Au 27 GeV, 10-20%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau27_cent4.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 27
#: Centrality,,,10-20%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5016,0.4,0.6,1.8112,0.0202,-0.0202,0.0812,-0.0812
0.6997,0.6,0.8,1.382,0.01,-0.01,0.0557,-0.0557
0.8983,0.8,1.0,0.994,0.0063,-0.0063,0.0352,-0.0352
1.0974,1.0,1.2,0.654,0.004,-0.004,0.0205,-0.0205
1.2966,1.2,1.4,0.4079,0.0025,-0.0025,0.0127,-0.0127
1.496,1.4,1.6,0.23643,0.00155,-0.00155,0.0063,-0.0063
1.6955,1.6,1.8,0.1289,0.00089,-0.00089,0.00448,-0.00448
1.8951,1.8,2.0,0.07132,0.00053,-0.00053,0.00152,-0.00152
2.1375,2.0,2.3,0.031875,0.000205,-0.000205,0.000871,-0.000871
2.4373,2.3,2.6,0.011867,8.8e-05,-8.8e-05,0.000362,-0.000362
2.7776,2.6,3.0,0.003663,3e-05,-3e-05,0.000114,-0.000114
3.1777,3.0,3.4,0.0009677,1.14e-05,-1.14e-05,3.27e-05,-3.27e-05
3.6161,3.4,3.9,0.00021072,4.04e-06,-4.04e-06,8.23e-06,-8.23e-06
4.1169,3.9,4.4,4.256e-05,1.62e-06,-1.62e-06,1.79e-06,-1.79e-06
4.6539,4.4,5.0,7.848e-06,5.93e-07,-5.93e-07,4.59e-07,-4.59e-07
5.3822,5.0,6.0,8.72e-07,1.34e-07,-1.34e-07,7.2e-08,-7.2e-08

