#: table_doi: 10.17182/hepdata.94313.v1/t95
#: name: AntiLambda pT spectrum, Au+Au 27 GeV, 20-30%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau27_cent3.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 27
#: Centrality,,,20-30%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5016,0.4,0.6,0.3451,0.0053,-0.0053,0.0177,-0.0177
0.6997,0.6,0.8,0.25169,0.00254,-0.00254,0.00913,-0.00913
0.8983,0.8,1.0,0.18059,0.00157,-0.00157,0.00596,-0.00596
1.0973,1.0,1.2,0.12044,0.001,-0.001,0.00484,-0.00484
1.2965,1.2,1.4,0.0727,0.00062,-0.00062,0.0029,-0.0029
1.4959,1.4,1.6,0.04232,0.00038,-0.00038,0.00126,-0.00126
1.6954,1.6,1.8,0.023102,0.000226,-0.000226,0.000833,-0.000833
1.895,1.8,2.0,0.012481,0.000133,-0.000133,0.000375,-0.000375
2.1372,2.0,2.3,0.005511,5.4e-05,-5.4e-05,0.000254,-0.000254
2.4371,2.3,2.6,0.001992,2.5e-05,-2.5e-05,0.000107,-0.000107
2.7772,2.6,3.0,0.0006087,9.8e-06,-9.8e-06,2.56e-05,-2.56e-05
3.1774,3.0,3.4,0.00015607,4.07e-06,-4.07e-06,6.42e-06,-6.42e-06
3.6156,3.4,3.9,3.331e-05,1.51e-06,-1.51e-06,1.53e-06,-1.53e-06
4.1164,3.9,4.4,6.703e-06,6.11e-07,-6.11e-07,3.4e-07,-3.4e-07
4.6533,4.4,5.0,8.94e-07,2.2e-07,-2.2e-07,5.8e-08,-5.8e-08

