#: table_doi: 10.17182/hepdata.94313.v1/t66
#: name: Lambda pT spectrum, Au+Au 39 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau39_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 39
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5008,0.4,0.6,0.777,0.0109,-0.0109,0.0377,-0.0377
0.699,0.6,0.8,0.5683,0.0053,-0.0053,0.0313,-0.0313
0.8978,0.8,1.0,0.3916,0.0032,-0.0032,0.0152,-0.0152
1.0969,1.0,1.2,0.25289,0.00201,-0.00201,0.00889,-0.00889
1.2963,1.2,1.4,0.15415,0.00125,-0.00125,0.00583,-0.00583
1.4958,1.4,1.6,0.08874,0.00075,-0.00075,0.00308,-0.00308
1.6955,1.6,1.8,0.04916,0.00043,-0.00043,0.00149,-0.00149
1.8952,1.8,2.0,0.02674,0.00025,-0.00025,0.00103,-0.00103
2.1382,2.0,2.3,0.012473,0.000102,-0.000102,0.000547,-0.000547
2.4381,2.3,2.6,0.004847,4.4e-05,-4.4e-05,0.000182,-0.000182
2.779,2.6,3.0,0.0016159,1.48e-05,-1.48e-05,6.24e-05,-6.24e-05
3.1793,3.0,3.4,0.0004778,5.8e-06,-5.8e-06,1.95e-05,-1.95e-05
3.6186,3.4,3.9,0.0001236,2.09e-06,-2.09e-06,5.22e-06,-5.22e-06
4.1195,3.9,4.4,2.693e-05,8.6e-07,-8.6e-07,1.22e-06,-1.22e-06
4.6579,4.4,5.0,5.806e-06,3.35e-07,-3.35e-07,3.72e-07,-3.72e-07
5.3923,5.0,6.0,9.58e-07,1e-07,-1e-07,6.6e-08,-6.6e-08

