#: table_doi: 10.17182/hepdata.94313.v1/t81
#: name: AntiLambda pT spectrum, Au+Au 11.5 GeV, 20-30%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau11_cent3.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,20-30%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5016,0.4,0.6,0.09508,0.00386,-0.00386,0.00687,-0.00687
0.6996,0.6,0.8,0.06602,0.00181,-0.00181,0.00382,-0.00382
0.8981,0.8,1.0,0.04689,0.00112,-0.00112,0.00222,-0.00222
1.097,1.0,1.2,0.02942,0.00073,-0.00073,0.00166,-0.00166
1.296,1.2,1.4,0.016557,0.000476,-0.000476,0.00089,-0.00089
1.4953,1.4,1.6,0.008953,0.000253,-0.000253,0.000434,-0.000434
1.6944,1.6,1.8,0.004998,0.000174,-0.000174,0.000227,-0.000227
1.8941,1.8,2.0,0.002181,9.52e-05,-9.52e-05,9.52e-05,-9.52e-05
2.1363,2.0,2.3,0.0009472,4.06e-05,-4.06e-05,5.36e-05,-5.36e-05
2.4359,2.3,2.6,0.0003031,2e-05,-2e-05,1.55e-05,-1.55e-05
2.7745,2.6,3.0,6.607e-05,7.56e-06,-7.56e-06,3.54e-06,-3.54e-06
3.174,3.0,3.4,1.457e-05,3.22e-06,-3.22e-06,7.9e-07,-7.9e-07
3.6092,3.4,3.9,2.116e-06,9.72e-07,-9.72e-07,1.25e-07,-1.25e-07

