#: table_doi: 10.17182/hepdata.94313.v1/t78
#: name: AntiLambda pT spectrum, Au+Au 11.5 GeV, 60-80%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau11_cent0.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,60-80%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.4993,0.4,0.6,0.01406,0.00078,-0.00078,0.00161,-0.00161
0.6971,0.6,0.8,0.008062,0.000327,-0.000327,0.000566,-0.000566
0.8956,0.8,1.0,0.004528,0.000175,-0.000175,0.000315,-0.000315
1.0945,1.0,1.2,0.00214,8.9e-05,-8.9e-05,0.000153,-0.000153
1.2937,1.2,1.4,0.000982,5e-05,-5e-05,0.000101,-0.000101
1.4931,1.4,1.6,0.0004401,2.75e-05,-2.75e-05,4.89e-05,-4.89e-05
1.6927,1.6,1.8,0.0001852,1.54e-05,-1.54e-05,1.7e-05,-1.7e-05
1.8924,1.8,2.0,5.572e-05,7.86e-06,-7.86e-06,6.65e-06,-6.65e-06
2.1324,2.0,2.3,1.89e-05,3.47e-06,-3.47e-06,2.18e-06,-2.18e-06
2.4319,2.3,2.6,6.37e-06,1.63e-06,-1.63e-06,6.8e-07,-6.8e-07
2.7674,2.6,3.0,6.6e-07,5.29e-07,-5.29e-07,7e-08,-7e-08

