#: table_doi: 10.17182/hepdata.94313.v1/t38
#: name: Lambda pT spectrum, Au+Au 7.7 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau7_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5006,0.4,0.6,1.1405,0.0388,-0.0388,0.0925,-0.0925
0.6986,0.6,0.8,0.7647,0.0175,-0.0175,0.0397,-0.0397
0.8972,0.8,1.0,0.4674,0.0092,-0.0092,0.0196,-0.0196
1.096,1.0,1.2,0.288,0.0058,-0.0058,0.0159,-0.0159
1.2952,1.2,1.4,0.14659,0.00297,-0.00297,0.00443,-0.00443
1.4946,1.4,1.6,0.07388,0.00162,-0.00162,0.00196,-0.00196
1.6941,1.6,1.8,0.03678,0.00087,-0.00087,0.00127,-0.00127
1.8938,1.8,2.0,0.016183,0.000426,-0.000426,0.00069,-0.00069
2.1351,2.0,2.3,0.00645,0.000165,-0.000165,0.000247,-0.000247
2.4346,2.3,2.6,0.0017602,6.55e-05,-6.55e-05,8.12e-05,-8.12e-05
2.7723,2.6,3.0,0.0004304,2.31e-05,-2.31e-05,1.86e-05,-1.86e-05
3.1717,3.0,3.4,6.906e-05,9.3e-06,-9.3e-06,3.25e-06,-3.25e-06
3.6058,3.4,3.9,1.026e-05,2.74e-06,-2.74e-06,5.8e-07,-5.8e-07

