#: table_doi: 10.17182/hepdata.94313.v1/t58
#: name: Lambda pT spectrum, Au+Au 27 GeV, 40-60%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig6_lambda_auau27_cent1.yaml
#: keyword reactions: Au+Au
#: keyword observables: Lambda pT spectrum
#: keyword cmenergies: 27
#: Centrality,,,40-60%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.5001,0.4,0.6,0.4385,0.0067,-0.0067,0.0176,-0.0176
0.6982,0.6,0.8,0.29514,0.00302,-0.00302,0.00906,-0.00906
0.897,0.8,1.0,0.18933,0.00171,-0.00171,0.00611,-0.00611
1.0962,1.0,1.2,0.11321,0.001,-0.001,0.00439,-0.00439
1.2956,1.2,1.4,0.06393,0.00059,-0.00059,0.00227,-0.00227
1.4952,1.4,1.6,0.03446,0.00033,-0.00033,0.00106,-0.00106
1.6949,1.6,1.8,0.018141,0.000187,-0.000187,0.000694,-0.000694
1.8946,1.8,2.0,0.009347,0.000104,-0.000104,0.000366,-0.000366
2.1372,2.0,2.3,0.004072,3.9e-05,-3.9e-05,0.000168,-0.000168
2.4371,2.3,2.6,0.0014626,1.64e-05,-1.64e-05,7.1e-05,-7.1e-05
2.7774,2.6,3.0,0.0004553,5.7e-06,-5.7e-06,1.94e-05,-1.94e-05
3.1777,3.0,3.4,0.00011952,2.22e-06,-2.22e-06,4.94e-06,-4.94e-06
3.6164,3.4,3.9,2.785e-05,8e-07,-8e-07,1.22e-06,-1.22e-06
4.1174,3.9,4.4,5.442e-06,3.26e-07,-3.26e-07,2.63e-07,-2.63e-07
4.6551,4.4,5.0,8.65e-07,1.27e-07,-1.27e-07,4.8e-08,-4.8e-08
5.3862,5.0,6.0,1.224e-07,2.83e-08,-2.83e-08,1.04e-08,-1.04e-08

