#: table_doi: 10.17182/hepdata.94313.v1/t24
#: name: K0S pT spectrum, Au+Au 27 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau27_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 27
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3001,0.2,0.4,4.131,0.066,-0.066,0.151,-0.151
0.4963,0.4,0.6,2.4291,0.0237,-0.0237,0.044,-0.044
0.6947,0.6,0.8,1.2555,0.0099,-0.0099,0.0235,-0.0235
0.894,0.8,1.0,0.6003,0.0046,-0.0046,0.0145,-0.0145
1.0937,1.0,1.2,0.27802,0.0022,-0.0022,0.00646,-0.00646
1.2936,1.2,1.4,0.12982,0.00115,-0.00115,0.00351,-0.00351
1.4936,1.4,1.6,0.05915,0.00058,-0.00058,0.00154,-0.00154
1.6937,1.6,1.8,0.028092,0.000309,-0.000309,0.00074,-0.00074
1.8937,1.8,2.0,0.013141,0.000161,-0.000161,0.000301,-0.000301
2.1362,2.0,2.3,0.005345,6.1e-05,-6.1e-05,0.000193,-0.000193
2.4364,2.3,2.6,0.0018706,2.72e-05,-2.72e-05,6.5e-05,-6.5e-05
2.7768,2.6,3.0,0.0005671,9.6e-06,-9.6e-06,2.02e-05,-2.02e-05
3.1775,3.0,3.4,0.00014362,3.8e-06,-3.8e-06,6.32e-06,-6.32e-06
3.6165,3.4,3.9,3.567e-05,1.48e-06,-1.48e-06,1.62e-06,-1.62e-06
4.1179,3.9,4.4,6.771e-06,6.19e-07,-6.19e-07,4.08e-07,-4.08e-07
4.6561,4.4,5.0,1.439e-06,2.35e-07,-2.35e-07,9.9e-08,-9.9e-08

