#: table_doi: 10.17182/hepdata.94313.v1/t3
#: name: K0S pT spectrum, Au+Au 7.7 GeV, 30-40%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau7_cent2.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,30-40%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3,0.2,0.4,2.3593,0.0869,-0.0869,0.064,-0.064
0.496,0.4,0.6,1.3141,0.0295,-0.0295,0.0462,-0.0462
0.6943,0.6,0.8,0.588,0.0104,-0.0104,0.018,-0.018
0.8935,0.8,1.0,0.27356,0.00481,-0.00481,0.00901,-0.00901
1.093,1.0,1.2,0.11949,0.00227,-0.00227,0.00437,-0.00437
1.2927,1.2,1.4,0.0478,0.00106,-0.00106,0.00132,-0.00132
1.4925,1.4,1.6,0.019531,0.000529,-0.000529,0.00072,-0.00072
1.6924,1.6,1.8,0.007425,0.000255,-0.000255,0.000287,-0.000287
1.8923,1.8,2.0,0.002958,0.000139,-0.000139,0.000159,-0.000159
2.1328,2.0,2.3,0.0009988,5.56e-05,-5.56e-05,4.48e-05,-4.48e-05
2.503,2.3,2.8,0.0001596,1.51e-05,-1.51e-05,7.6e-06,-7.6e-06
3.0606,2.8,3.5,1.446e-05,3.73e-06,-3.73e-06,1.04e-06,-1.04e-06

