#: table_doi: 10.17182/hepdata.94313.v1/t7
#: name: K0S pT spectrum, Au+Au 7.7 GeV, 0-5%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig5_k0s_auau7_cent6.yaml
#: keyword reactions: Au+Au
#: keyword observables: K0S pT spectrum
#: keyword cmenergies: 7.7
#: Centrality,,,0-5%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.3002,0.2,0.4,8.529,0.256,-0.256,0.271,-0.271
0.4964,0.4,0.6,4.913,0.085,-0.085,0.172,-0.172
0.6947,0.6,0.8,2.5664,0.0361,-0.0361,0.0784,-0.0784
0.8938,0.8,1.0,1.1856,0.0161,-0.0161,0.0389,-0.0389
1.0934,1.0,1.2,0.5325,0.0079,-0.0079,0.0194,-0.0194
1.2931,1.2,1.4,0.22525,0.00391,-0.00391,0.00626,-0.00626
1.493,1.4,1.6,0.09734,0.00216,-0.00216,0.00359,-0.00359
1.6929,1.6,1.8,0.04147,0.00125,-0.00125,0.0016,-0.0016
1.8928,1.8,2.0,0.01591,0.00068,-0.00068,0.000857,-0.000857
2.1337,2.0,2.3,0.006171,0.000304,-0.000304,0.000277,-0.000277
2.5055,2.3,2.8,0.0010911,9.76e-05,-9.76e-05,5.22e-05,-5.22e-05
3.0651,2.8,3.5,7.93e-05,2.09e-05,-2.09e-05,5.7e-06,-5.7e-06

