#: table_doi: 10.17182/hepdata.94313.v1/t83
#: name: AntiLambda pT spectrum, Au+Au 11.5 GeV, 5-10%
#: description: Data from STAR beam energy scan (Phase I) at RHIC, for mid-rapidity (|y|<0.5)
#: data_file: fig7_lambdabar_auau11_cent5.yaml
#: keyword reactions: Au+Au
#: keyword observables: AntiLambda pT spectrum
#: keyword cmenergies: 11.5
#: Centrality,,,5-10%
pT [GeV/c],pT [GeV/c] LOW,pT [GeV/c] HIGH,d^2N/(2*pi*Nevt*pT*dy*dpT) [c^2/GeV^2],stat +,stat -,sys +,sys -
0.502,0.4,0.6,0.1208,0.008,-0.008,0.0106,-0.0106
0.7004,0.6,0.8,0.10262,0.00391,-0.00391,0.00885,-0.00885
0.8992,0.8,1.0,0.07609,0.00252,-0.00252,0.00483,-0.00483
1.098,1.0,1.2,0.05085,0.00179,-0.00179,0.00333,-0.00333
1.297,1.2,1.4,0.0337,0.00127,-0.00127,0.00203,-0.00203
1.496,1.4,1.6,0.018384,0.000721,-0.000721,0.000985,-0.000985
1.6946,1.6,1.8,0.009759,0.000423,-0.000423,0.000513,-0.000513
1.8943,1.8,2.0,0.004559,0.000271,-0.000271,0.000241,-0.000241
2.1368,2.0,2.3,0.002105,0.000111,-0.000111,0.00012,-0.00012
2.4363,2.3,2.6,0.0006285,5.47e-05,-5.47e-05,3.63e-05,-3.63e-05
2.7753,2.6,3.0,0.0001753,2.2e-05,-2.2e-05,9.8e-06,-9.8e-06
3.1748,3.0,3.4,3.285e-05,8.58e-06,-8.58e-06,1.92e-06,-1.92e-06
3.6105,3.4,3.9,8.23e-06,3.02e-06,-3.02e-06,4.9e-07,-4.9e-07

