          %pt            TT            TS            SS            SS2j            Tot
        0.200    6.52464E-03    7.28796E-07    1.27723E-07    2.47349E-10    6.52550E-03
        0.543    5.76907E-03    3.81218E-05    3.39956E-06    7.02762E-08    5.81066E-03
        0.887    4.49598E-03    2.37588E-04    1.38127E-05    9.27412E-07    4.74830E-03
        1.230    3.05756E-03    6.57057E-04    2.95562E-05    3.84430E-06    3.74802E-03
        1.573    1.81605E-03    1.17812E-03    4.56400E-05    8.78763E-06    3.04859E-03
        1.917    9.52097E-04    1.60672E-03    4.93837E-05    1.46532E-05    2.62285E-03
        2.260    4.47489E-04    1.78807E-03    3.67265E-05    2.07944E-05    2.29308E-03
        2.603    1.91684E-04    1.67039E-03    2.68754E-05    2.71089E-05    1.91606E-03
        2.947    7.59831E-05    1.31866E-03    1.98259E-05    3.34837E-05    1.44795E-03
        3.290    2.82419E-05    8.74447E-04    1.47508E-05    3.95644E-05    9.57005E-04
        3.633    9.95155E-06    4.81344E-04    1.10615E-05    4.48043E-05    5.47161E-04
        3.977    3.35440E-06    2.22418E-04    8.35520E-06    4.85834E-05    2.82711E-04
        4.320    1.08954E-06    9.59680E-05    6.35413E-06    5.03276E-05    1.53739E-04
        4.663    3.43050E-07    4.11909E-05    4.86378E-06    4.96246E-05    9.60224E-05
        5.007    1.05209E-07    1.76179E-05    3.74623E-06    4.63397E-05    6.78090E-05
        5.350    3.15530E-08    7.51755E-06    2.90279E-06    4.07199E-05    5.11718E-05
        5.693    9.28382E-09    3.20301E-06    2.26224E-06    3.34524E-05    3.89270E-05
        6.037    2.68700E-09    1.36367E-06    1.77283E-06    2.54804E-05    2.86195E-05
        6.380    7.66697E-10    5.80465E-07    1.39671E-06    1.81565E-05    2.01345E-05
        6.723    2.16072E-10    2.47145E-07    1.10603E-06    1.30670E-05    1.44203E-05
        7.067    6.02373E-11    1.05291E-07    8.80144E-07    9.49260E-06    1.04781E-05
        7.410    1.66339E-11    4.48960E-08    7.03692E-07    6.95723E-06    7.70583E-06
        7.753    4.55477E-12    1.91645E-08    5.65156E-07    5.14178E-06    5.72610E-06
        8.097    1.23793E-12    8.19090E-09    4.55857E-07    3.83017E-06    4.29422E-06
        8.440    3.34223E-13    3.50560E-09    3.69220E-07    2.87453E-06    3.24725E-06
        8.783    8.97003E-14    1.50255E-09    3.00237E-07    2.17263E-06    2.47437E-06
        9.127    2.39460E-14    6.45004E-10    2.45071E-07    1.65316E-06    1.89887E-06
        9.470    6.36185E-15    2.77319E-10    2.00771E-07    1.26592E-06    1.46696E-06
        9.813    1.68286E-15    1.19425E-10    1.65053E-07    9.75255E-07    1.14043E-06
       10.157    4.43405E-16    5.15125E-11    1.36145E-07    7.55655E-07    8.91851E-07
