0.4461	0.5496	0.6543	0.8037	0.9502	1.1467	1.4876
0.39996	0.34359	0.28714	0.18525	0.145	0.086066	0.031507
0.13049	0.082223	0.065855	0.035142	0.029877	0.01812	0.008614
